Table_Number,Year,Measure,Age,Sex,Indigenous_Status,CS_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
8A.6,2021-22,Community corrections population,Adults,All people,All people,Community correction,,Community corrections population,Daily average,Post-sentence order(s),,,State and territory governments (unpublished),no.,141,na,142,178,0,0,..,7,469
8A.7,2022-23,Community corrections population,Adults,All people,All people,Community correction,,Total community corrections daily average population,All people,,,,Derived from State and territory governments (unpublished),no.,34479,10404,18864,5942,6459,1956,760,1306,80171
8A.7,2022-23,Community corrections population,Adults,All people,All people,Community correction,,Crude community corrections rate per 100000 adults,All people,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December,rate,534.7,197.4,452.5,271.7,442.9,428.1,209.6,692.4,390.2
8A.7,2021-22,Community corrections population,Adults,All people,All people,Community correction,,Total community corrections daily average population,All people,,,,Derived from State and territory governments (unpublished),no.,34788,9187,19572,5764,6605,2085,931,1213,80144
8A.7,2021-22,Community corrections population,Adults,All people,All people,Community correction,,Crude community corrections rate per 100000 adults,All people,,,,Derived from State and territory governments (unpublished); ABS (unpublished) National state and territory population - December,rate,544.1,175.4,481.6,277.6,469.5,483.7,278,656.4,398.1
8A.7,2020-21,Community corrections population,Adults,All people,All people,Community correction,,Total community corrections daily average population,All people,,,,Derived from State and territory governments (unpublished),no.,35671,8684,18157,5932,5686,1948,1182,1253,78514
8A.7,2020-21,Community corrections population,Adults,All people,All people,Community correction,,Crude community corrections rate per 100000 adults,All people,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December,rate,558.6,166,453.4,288.2,405.7,454,353,677.3,391.9
8A.7,2019-20,Community corrections population,Adults,All people,All people,Community correction,,Total community corrections daily average population,All people,,,,Derived from State and territory governments (unpublished),no.,34085,12202,20074,5886,6081,2036,1235,1272,82871
8A.7,2019-20,Community corrections population,Adults,All people,All people,Community correction,,Crude community corrections rate per 100000 adults,All people,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December,rate,537,233.8,508.6,289.6,437.6,479.8,372.4,693.7,416.9
8A.7,2018-19,Community corrections population,Adults,All people,All people,Community correction,,Total community corrections daily average population,All people,,,,Derived from State and territory governments (unpublished),no.,24426,13361,21080,5901,5990,2028,1129,1321,75235
8A.7,2018-19,Community corrections population,Adults,All people,All people,Community correction,,Crude community corrections rate per 100000 adults,All people,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December,rate,389.5,261.2,543.2,294,435.5,483.9,342.8,719.4,384.2
8A.7,2017-18,Community corrections population,Adults,All people,All people,Community correction,,Total community corrections daily average population,All people,,,,Derived from State and territory governments (unpublished),no.,19136,14561,20158,5418,6004,1937,1094,1325,69634
8A.7,2017-18,Community corrections population,Adults,All people,All people,Community correction,,Crude community corrections rate per 100000 adults,All people,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December,rate,310.2,291.6,520.9,272.3,440.9,469.7,338.6,719.9,360.7
8A.7,2016-17,Community corrections population,Adults,All people,All people,Community correction,,Total community corrections daily average population,All people,,,,Derived from State and territory governments (unpublished),no.,18724,14027,19780,5086,6374,1826,1036,1257,68110
8A.7,2016-17,Community corrections population,Adults,All people,All people,Community correction,,Crude community corrections rate per 100000 adults,All people,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December,rate,308.8,287.5,520.4,257.2,471.6,449.5,327.8,689.2,358.8
8A.7,2015-16,Community corrections population,Adults,All people,All people,Community correction,,Total community corrections daily average population,All people,,,,Derived from State and territory governments (unpublished),no.,17450,13485,18004,4577,6034,1920,914,1136,63521
8A.7,2015-16,Community corrections population,Adults,All people,All people,Community correction,,Crude community corrections rate per 100000 adults,All people,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December,rate,293,283.5,482,233.3,449.7,476,294.4,625.3,340.6
8A.7,2014-15,Community corrections population,Adults,All people,All people,Community correction,,Total community corrections daily average population,All people,,,,Derived from State and territory governments (unpublished),no.,16391,10815,16332,4156,5623,1983,964,1165,57429
8A.7,2014-15,Community corrections population,Adults,All people,All people,Community correction,,Crude community corrections rate per 100000 adults,All people,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December,rate,279.5,232.6,443,213.4,422.4,494.5,315.9,645,312.6
8A.7,2013-14,Community corrections population,Adults,All people,All people,Community correction,,Total community corrections daily average population,All people,,,,Derived from State and territory governments (unpublished),no.,16491,9347,15795,4341,5581,2069,1393,1299,56315
8A.7,2013-14,Community corrections population,Adults,All people,All people,Community correction,,Crude community corrections rate per 100000 adults,All people,,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December,rate,285.5,205.4,434.5,225.1,423.1,518.3,462.8,722.7,311.3
8A.8,2022-23,Imprisonment and community corrections population,Adults,Males,All people,Prison,,Imprisonment rate per 100000 adults,Crude,Male,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December,rate,368.5,243.1,438.9,529.8,397.5,281.1,204.2,1992.6,380.5
8A.8,2022-23,Imprisonment and community corrections population,Adults,Females,All people,Prison,,Imprisonment rate per 100000 adults,Crude,Female,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December,rate,25.1,12.6,42.8,53.8,31.6,19.6,14.6,121.6,29.5
8A.8,2022-23,Imprisonment and community corrections population,Adults,All people,All people,Prison,,Imprisonment rate per 100000 adults,Crude,Crude ratio,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,ratio,14.2,17.5,15,21.4,16.3,6.6,24.6,18.5,17.4
8A.8,2022-23,Imprisonment and community corrections population,Adults,All people,All people,Prison,,Imprisonment rate per 100000 adults,Age-standardised,Age-standardised ratio,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,ratio (AS),10.7,13.1,10.9,15.8,11.3,4.7,19.6,15.8,13
8A.8,2022-23,Imprisonment and community corrections population,Adults,Males,All people,Community correction,,Community corrections rate per 100000 adults,Crude,Male,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December,rate,894,344.5,704,427.2,746.4,695,355.6,1152.9,642.8
8A.8,2022-23,Imprisonment and community corrections population,Adults,Females,All people,Community correction,,Community corrections rate per 100000 adults,Crude,Female,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December,rate,185.7,56.1,211.4,117.6,151.1,171.2,69.7,226.2,145.9
8A.8,2022-23,Imprisonment and community corrections population,Adults,All people,All people,Community correction,,Community corrections rate per 100000 adults,Crude,Crude ratio,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,ratio,11.2,11.8,10.2,14.8,13.6,5.8,12.9,9.2,11.7
8A.8,2022-23,Imprisonment and community corrections population,Adults,All people,All people,Community correction,,Community corrections rate per 100000 adults,Age-standardised,Age-standardised ratio,,,Derived from State and territory governments (unpublished); ABS National state and territory population - December; ABS Estimates and Projections Aboriginal and Torres Strait Islander Australians,ratio (AS),8.8,9.3,7.8,11.5,9.9,4.3,10.8,8.1,9.1
8A.8,2021-22,Imprisonment and community corrections population,Adults,Males,All people,Prison,,Imprisonment rate per 100000 adults,Crude,Male,,,Derived from State and territory governments (unpublished); ABS (unpublished) National state and territory population - December,rate,371.6,249.3,438.8,564.5,412.3,279.1,220.5,1860.9,385.9
