Table_Number,Year,Measure,Age,Sex,Indigenous_Status,Service_Type,Year_Dollars,Description1,Description2,Description3,Description4,Description5,Description6,Description7,Data_Source,Unit,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,Aust
17A.17,2022-23,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,na,0,10,na,1,na,0,0,
17A.17,2022-23,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),rate,na,0,1,na,0.9,na,0,0,
17A.17,2022-23,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),no.,na,10,26,na,5,6,0,61,
17A.17,2022-23,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),rate,na,2.5,2.5,na,4.4,12.4,0,32.8,
17A.17,2021-22,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,66,6,67,14,11,8,0,115,
17A.17,2021-22,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),rate,21.2,10.4,10.2,4.5,18.7,52.6,0,64.6,
17A.17,2021-22,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,na,0,20,na,0,0,0,0,
17A.17,2021-22,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),rate,na,0,2,na,0,0,0,0,
17A.17,2021-22,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),no.,na,6,87,na,11,8,0,115,
17A.17,2021-22,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),rate,na,1.4,8.6,na,9.5,24.4,0,61.9,
17A.17,2020-21,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,34,8,44,15,14,4,0,96,
17A.17,2020-21,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),rate,11.4,11.8,8.1,5.3,26.4,30.5,0,87.2,
17A.17,2020-21,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,na,0,15,na,0,0,1,0,
17A.17,2020-21,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),rate,na,0,1.8,na,0,0,3.1,0,
17A.17,2020-21,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),no.,na,8,59,na,14,4,1,96,
17A.17,2020-21,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),rate,na,1.3,7.1,na,14.6,11.9,3.1,83.6,
17A.17,2019-20,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,58,9,25,28,9,10,2,3,
17A.17,2019-20,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),rate,14.1,9.6,4.8,9.9,13.6,44,10.7,3.5,
17A.17,2019-20,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,na,0,1,na,0,0,0,0,
17A.17,2019-20,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),rate,na,0,0.1,na,0,0,0,0,
17A.17,2019-20,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),no.,na,9,26,na,9,10,2,3,
17A.17,2019-20,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),rate,na,1.3,3.5,na,7.1,17.7,3.6,3.4,
17A.17,2018-19,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Young people in custody,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,37,15,20,44,1,9,5,6,
17A.17,2018-19,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),rate,8,13.2,3.6,11.7,1.2,56.9,46.6,4.8,
17A.17,2018-19,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,State and territory governments (unpublished),no.,na,0,2,na,0,1,0,0,
17A.17,2018-19,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),rate,na,0,0.3,na,0,2.4,0,0,
17A.17,2018-19,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Number of,Young people in custody and staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),no.,na,15,22,na,1,10,5,6,
17A.17,2018-19,Assaults in custody,Young people,All people,Aboriginal and Torres Strait Islander people,Detention-based supervision,,,Rate (per 10000 custody nights) of,Young people in custody and staff,Incidents of injury as a result of an assault,,Aboriginal and Torres Strait Islander,,Derived from State and territory governments (unpublished),rate,na,2.2,2.8,na,0.7,23.9,12.5,4.7,
